cgpa,backlog,semester,department,course_id,course_min_cgpa,course_max_backlog,eligible
7.35,3,5,Civil,DS,7.0,1,0
7.35,3,5,Civil,WEB,6.0,2,0
7.35,3,5,Civil,CYB,7.0,1,0
7.35,3,5,Civil,CLOUD,6.5,1,0
5.87,0,8,Civil,AIML,7.5,0,0
5.87,0,8,Civil,DS,7.0,1,0
5.87,0,8,Civil,WEB,6.0,2,0
5.87,0,8,Civil,CYB,7.0,1,0
5.87,0,8,Civil,CLOUD,6.5,1,0
6.87,2,3,Information Technology,AIML,7.5,0,0
6.87,2,3,Information Technology,DS,7.0,1,0
6.87,2,3,Information Technology,WEB,6.0,2,1
6.87,2,3,Information Technology,CYB,7.0,1,0
6.87,2,3,Information Technology,CLOUD,6.5,1,0
6.69,0,8,Mechanical,AIML,7.5,0,0
6.69,0,8,Mechanical,DS,7.0,1,0
6.69,0,8,Mechanical,WEB,6.0,2,1
6.69,0,8,Mechanical,CYB,7.0,1,0
6.69,0,8,Mechanical,CLOUD,6.5,1,1
7.11,0,3,Information Technology,AIML,7.5,0,0
7.11,0,3,Information Technology,DS,7.0,1,1
7.11,0,3,Information Technology,WEB,6.0,2,1
7.11,0,3,Information Technology,CYB,7.0,1,1
7.11,0,3,Information Technology,CLOUD,6.5,1,1
6.82,0,3,Computer Science,AIML,7.5,0,0
6.82,0,3,Computer Science,DS,7.0,1,0
6.82,0,3,Computer Science,WEB,6.0,2,1
6.82,0,3,Computer Science,CYB,7.0,1,0
6.82,0,3,Computer Science,CLOUD,6.5,1,1
8.02,0,3,Civil,AIML,7.5,0,1
8.02,0,3,Civil,DS,7.0,1,1
8.02,0,3,Civil,WEB,6.0,2,1
8.02,0,3,Civil,CYB,7.0,1,1
8.02,0,3,Civil,CLOUD,6.5,1,1
5.82,1,3,Electronics,AIML,7.5,0,0
5.82,1,3,Electronics,DS,7.0,1,0
5.82,1,3,Electronics,WEB,6.0,2,0
5.82,1,3,Electronics,CYB,7.0,1,0
5.82,1,3,Electronics,CLOUD,6.5,1,0
8.64,1,3,Information Technology,AIML,7.5,0,0
8.64,1,3,Information Technology,DS,7.0,1,1
8.64,1,3,Information Technology,WEB,6.0,2,1
8.64,1,3,Information Technology,CYB,7.0,1,1
8.64,1,3,Information Technology,CLOUD,6.5,1,1
7.65,0,6,Civil,AIML,7.5,0,1
7.65,0,6,Civil,DS,7.0,1,1
7.65,0,6,Civil,WEB,6.0,2,1
7.65,0,6,Civil,CYB,7.0,1,1
7.65,0,6,Civil,CLOUD,6.5,1,1
5.35,0,6,Mechanical,AIML,7.5,0,0
5.35,0,6,Mechanical,DS,7.0,1,0
5.35,0,6,Mechanical,WEB,6.0,2,0
5.35,0,6,Mechanical,CYB,7.0,1,0
5.35,0,6,Mechanical,CLOUD,6.5,1,0
6.49,2,6,Electronics,AIML,7.5,0,0
6.49,2,6,Electronics,DS,7.0,1,0
6.49,2,6,Electronics,WEB,6.0,2,1
6.49,2,6,Electronics,CYB,7.0,1,0
6.49,2,6,Electronics,CLOUD,6.5,1,1
7.58,0,4,Information Technology,AIML,7.5,0,1
7.58,0,4,Information Technology,DS,7.0,1,1
7.58,0,4,Information Technology,WEB,6.0,2,1
7.58,0,4,Information Technology,CYB,7.0,1,1
7.58,0,4,Information Technology,CLOUD,6.5,1,1
7.84,1,7,Computer Science,AIML,7.5,0,0
7.84,1,7,Computer Science,DS,7.0,1,1
7.84,1,7,Computer Science,WEB,6.0,2,1
7.84,1,7,Computer Science,CYB,7.0,1,1
7.84,1,7,Computer Science,CLOUD,6.5,1,1
6.67,1,5,Electronics,AIML,7.5,0,0
6.67,1,5,Electronics,DS,7.0,1,0
6.67,1,5,Electronics,WEB,6.0,2,1
6.67,1,5,Electronics,CYB,7.0,1,0
6.67,1,5,Electronics,CLOUD,6.5,1,1
9.03,0,8,Civil,AIML,7.5,0,1
9.03,0,8,Civil,DS,7.0,1,1
9.03,0,8,Civil,WEB,6.0,2,1
9.03,0,8,Civil,CYB,7.0,1,1
9.03,0,8,Civil,CLOUD,6.5,1,1
8.25,0,7,Information Technology,AIML,7.5,0,1
8.25,0,7,Information Technology,DS,7.0,1,1
8.25,0,7,Information Technology,WEB,6.0,2,1
8.25,0,7,Information Technology,CYB,7.0,1,1
8.25,0,7,Information Technology,CLOUD,6.5,1,1
9.04,0,3,Computer Science,AIML,7.5,0,1
9.04,0,3,Computer Science,DS,7.0,1,1
9.04,0,3,Computer Science,WEB,6.0,2,1
9.04,0,3,Computer Science,CYB,7.0,1,1
9.04,0,3,Computer Science,CLOUD,6.5,1,1
6.23,3,7,Electronics,AIML,7.5,0,0
6.23,3,7,Electronics,DS,7.0,1,0
6.23,3,7,Electronics,WEB,6.0,2,0
6.23,3,7,Electronics,CYB,7.0,1,0
6.23,3,7,Electronics,CLOUD,6.5,1,0
6.56,2,5,Civil,AIML,7.5,0,0
6.56,2,5,Civil,DS,7.0,1,0
6.56,2,5,Civil,WEB,6.0,2,1
6.56,2,5,Civil,CYB,7.0,1,0
6.56,2,5,Civil,CLOUD,6.5,1,0
4.77,0,8,Electronics,AIML,7.5,0,0
4.77,0,8,Electronics,DS,7.0,1,0
4.77,0,8,Electronics,WEB,6.0,2,0
4.77,0,8,Electronics,CYB,7.0,1,0
4.77,0,8,Electronics,CLOUD,6.5,1,0
7.93,1,8,Civil,AIML,7.5,0,0
7.93,1,8,Civil,DS,7.0,1,1
7.93,1,8,Civil,WEB,6.0,2,1
7.93,1,8,Civil,CYB,7.0,1,0
7.93,1,8,Civil,CLOUD,6.5,1,1
7.74,0,4,Mechanical,AIML,7.5,0,1
7.74,0,4,Mechanical,DS,7.0,1,1
7.74,0,4,Mechanical,WEB,6.0,2,1
7.74,0,4,Mechanical,CYB,7.0,1,1
7.74,0,4,Mechanical,CLOUD,6.5,1,1
6.02,1,7,Mechanical,AIML,7.5,0,0
6.02,1,7,Mechanical,DS,7.0,1,0
6.02,1,7,Mechanical,WEB,6.0,2,1
6.02,1,7,Mechanical,CYB,7.0,1,1
6.02,1,7,Mechanical,CLOUD,6.5,1,0
6.03,2,4,Electronics,AIML,7.5,0,0
6.03,2,4,Electronics,DS,7.0,1,0
6.03,2,4,Electronics,WEB,6.0,2,1
6.03,2,4,Electronics,CYB,7.0,1,0
6.03,2,4,Electronics,CLOUD,6.5,1,0
5.08,1,6,Civil,AIML,7.5,0,0
5.08,1,6,Civil,DS,7.0,1,1
5.08,1,6,Civil,WEB,6.0,2,0
5.08,1,6,Civil,CYB,7.0,1,1
5.08,1,6,Civil,CLOUD,6.5,1,0
8.67,2,7,Computer Science,AIML,7.5,0,0
8.67,2,7,Computer Science,DS,7.0,1,0
8.67,2,7,Computer Science,WEB,6.0,2,1
8.67,2,7,Computer Science,CYB,7.0,1,0
8.67,2,7,Computer Science,CLOUD,6.5,1,0
5.71,0,4,Civil,AIML,7.5,0,0
5.71,0,4,Civil,DS,7.0,1,0
5.71,0,4,Civil,WEB,6.0,2,0
5.71,0,4,Civil,CYB,7.0,1,0
5.71,0,4,Civil,CLOUD,6.5,1,0
5.45,0,4,Electronics,AIML,7.5,0,0
5.45,0,4,Electronics,DS,7.0,1,0
5.45,0,4,Electronics,WEB,6.0,2,0
5.45,0,4,Electronics,CYB,7.0,1,0
5.45,0,4,Electronics,CLOUD,6.5,1,0
8.25,0,8,Mechanical,AIML,7.5,0,1
8.25,0,8,Mechanical,DS,7.0,1,1
8.25,0,8,Mechanical,WEB,6.0,2,1
8.25,0,8,Mechanical,CYB,7.0,1,1
8.25,0,8,Mechanical,CLOUD,6.5,1,1
8.76,0,4,Information Technology,AIML,7.5,0,1
8.76,0,4,Information Technology,DS,7.0,1,1
8.76,0,4,Information Technology,WEB,6.0,2,1
8.76,0,4,Information Technology,CYB,7.0,1,1
8.76,0,4,Information Technology,CLOUD,6.5,1,1
8.33,1,4,Computer Science,AIML,7.5,0,0
8.33,1,4,Computer Science,DS,7.0,1,1
8.33,1,4,Computer Science,WEB,6.0,2,1
8.33,1,4,Computer Science,CYB,7.0,1,0
8.33,1,4,Computer Science,CLOUD,6.5,1,1
4.94,1,7,Electronics,AIML,7.5,0,0
4.94,1,7,Electronics,DS,7.0,1,0
4.94,1,7,Electronics,WEB,6.0,2,0
4.94,1,7,Electronics,CYB,7.0,1,0
4.94,1,7,Electronics,CLOUD,6.5,1,0
6.3,1,4,Civil,AIML,7.5,0,0
6.3,1,4,Civil,DS,7.0,1,0
6.3,1,4,Civil,WEB,6.0,2,1
6.3,1,4,Civil,CYB,7.0,1,0
6.3,1,4,Civil,CLOUD,6.5,1,0
7.33,0,7,Electronics,AIML,7.5,0,0
7.33,0,7,Electronics,DS,7.0,1,1
7.33,0,7,Electronics,WEB,6.0,2,1
7.33,0,7,Electronics,CYB,7.0,1,1
7.33,0,7,Electronics,CLOUD,6.5,1,1
6.78,2,7,Civil,AIML,7.5,0,0
6.78,2,7,Civil,DS,7.0,1,0
6.78,2,7,Civil,WEB,6.0,2,1
6.78,2,7,Civil,CYB,7.0,1,0
6.78,2,7,Civil,CLOUD,6.5,1,0
6.07,2,7,Mechanical,AIML,7.5,0,0
6.07,2,7,Mechanical,DS,7.0,1,0
6.07,2,7,Mechanical,WEB,6.0,2,1
6.07,2,7,Mechanical,CYB,7.0,1,0
6.07,2,7,Mechanical,CLOUD,6.5,1,0
6.63,1,8,Information Technology,AIML,7.5,0,0
6.63,1,8,Information Technology,DS,7.0,1,0
6.63,1,8,Information Technology,WEB,6.0,2,1
6.63,1,8,Information Technology,CYB,7.0,1,0
6.63,1,8,Information Technology,CLOUD,6.5,1,1
9.07,1,8,Mechanical,AIML,7.5,0,0
9.07,1,8,Mechanical,DS,7.0,1,1
9.07,1,8,Mechanical,WEB,6.0,2,1
9.07,1,8,Mechanical,CYB,7.0,1,1
9.07,1,8,Mechanical,CLOUD,6.5,1,1
8.51,0,3,Information Technology,AIML,7.5,0,1
8.51,0,3,Information Technology,DS,7.0,1,1
8.51,0,3,Information Technology,WEB,6.0,2,1
8.51,0,3,Information Technology,CYB,7.0,1,1
8.51,0,3,Information Technology,CLOUD,6.5,1,1
4.79,0,6,Computer Science,AIML,7.5,0,0
4.79,0,6,Computer Science,DS,7.0,1,0
4.79,0,6,Computer Science,WEB,6.0,2,0
4.79,0,6,Computer Science,CYB,7.0,1,0
4.79,0,6,Computer Science,CLOUD,6.5,1,0
4.99,1,6,Information Technology,AIML,7.5,0,0
4.99,1,6,Information Technology,DS,7.0,1,1
4.99,1,6,Information Technology,WEB,6.0,2,0
4.99,1,6,Information Technology,CYB,7.0,1,0
4.99,1,6,Information Technology,CLOUD,6.5,1,0
6.06,0,3,Electronics,AIML,7.5,0,0
6.06,0,3,Electronics,DS,7.0,1,0
6.06,0,3,Electronics,WEB,6.0,2,1
6.06,0,3,Electronics,CYB,7.0,1,0
6.06,0,3,Electronics,CLOUD,6.5,1,0
6.17,1,8,Mechanical,AIML,7.5,0,0
6.17,1,8,Mechanical,DS,7.0,1,0
6.17,1,8,Mechanical,WEB,6.0,2,0
6.17,1,8,Mechanical,CYB,7.0,1,1
6.17,1,8,Mechanical,CLOUD,6.5,1,0
10.0,0,8,Computer Science,AIML,7.5,0,1
10.0,0,8,Computer Science,DS,7.0,1,1
10.0,0,8,Computer Science,WEB,6.0,2,1
10.0,0,8,Computer Science,CYB,7.0,1,1
10.0,0,8,Computer Science,CLOUD,6.5,1,1
8.5,2,3,Mechanical,AIML,7.5,0,0
8.5,2,3,Mechanical,DS,7.0,1,0
8.5,2,3,Mechanical,WEB,6.0,2,1
8.5,2,3,Mechanical,CYB,7.0,1,0
8.5,2,3,Mechanical,CLOUD,6.5,1,0
6.9,1,5,Computer Science,AIML,7.5,0,0
6.9,1,5,Computer Science,DS,7.0,1,0
6.9,1,5,Computer Science,WEB,6.0,2,1
6.9,1,5,Computer Science,CYB,7.0,1,0
6.9,1,5,Computer Science,CLOUD,6.5,1,1
5.35,0,4,Information Technology,AIML,7.5,0,0
5.35,0,4,Information Technology,DS,7.0,1,0
5.35,0,4,Information Technology,WEB,6.0,2,0
5.35,0,4,Information Technology,CYB,7.0,1,0
5.35,0,4,Information Technology,CLOUD,6.5,1,0
6.01,0,8,Information Technology,AIML,7.5,0,0
6.01,0,8,Information Technology,DS,7.0,1,0
6.01,0,8,Information Technology,WEB,6.0,2,1
6.01,0,8,Information Technology,CYB,7.0,1,0
6.01,0,8,Information Technology,CLOUD,6.5,1,0
7.21,2,6,Electronics,AIML,7.5,0,0
7.21,2,6,Electronics,DS,7.0,1,0
7.21,2,6,Electronics,WEB,6.0,2,1
7.21,2,6,Electronics,CYB,7.0,1,0
7.21,2,6,Electronics,CLOUD,6.5,1,0
6.51,0,5,Civil,AIML,7.5,0,0
6.51,0,5,Civil,DS,7.0,1,0
6.51,0,5,Civil,WEB,6.0,2,1
6.51,0,5,Civil,CYB,7.0,1,0
6.51,0,5,Civil,CLOUD,6.5,1,1
6.47,0,5,Information Technology,AIML,7.5,0,0
6.47,0,5,Information Technology,DS,7.0,1,0
6.47,0,5,Information Technology,WEB,6.0,2,1
6.47,0,5,Information Technology,CYB,7.0,1,0
6.47,0,5,Information Technology,CLOUD,6.5,1,0
8.0,1,5,Civil,AIML,7.5,0,0
8.0,1,5,Civil,DS,7.0,1,1
8.0,1,5,Civil,WEB,6.0,2,1
8.0,1,5,Civil,CYB,7.0,1,1
8.0,1,5,Civil,CLOUD,6.5,1,0
7.63,0,3,Civil,AIML,7.5,0,1
7.63,0,3,Civil,DS,7.0,1,1
7.63,0,3,Civil,WEB,6.0,2,1
7.63,0,3,Civil,CYB,7.0,1,1
7.63,0,3,Civil,CLOUD,6.5,1,1
7.62,0,7,Mechanical,AIML,7.5,0,1
7.62,0,7,Mechanical,DS,7.0,1,1
7.62,0,7,Mechanical,WEB,6.0,2,1
7.62,0,7,Mechanical,CYB,7.0,1,1
7.62,0,7,Mechanical,CLOUD,6.5,1,1
8.84,0,4,Civil,AIML,7.5,0,1
8.84,0,4,Civil,DS,7.0,1,1
8.84,0,4,Civil,WEB,6.0,2,1
8.84,0,4,Civil,CYB,7.0,1,1
8.84,0,4,Civil,CLOUD,6.5,1,1
7.16,1,5,Information Technology,AIML,7.5,0,0
7.16,1,5,Information Technology,DS,7.0,1,1
7.16,1,5,Information Technology,WEB,6.0,2,1
7.16,1,5,Information Technology,CYB,7.0,1,1
7.16,1,5,Information Technology,CLOUD,6.5,1,1
6.49,2,7,Electronics,AIML,7.5,0,0
6.49,2,7,Electronics,DS,7.0,1,0
6.49,2,7,Electronics,WEB,6.0,2,1
6.49,2,7,Electronics,CYB,7.0,1,0
6.49,2,7,Electronics,CLOUD,6.5,1,1
6.4,3,4,Information Technology,AIML,7.5,0,0
6.4,3,4,Information Technology,DS,7.0,1,0
6.4,3,4,Information Technology,WEB,6.0,2,0
6.4,3,4,Information Technology,CYB,7.0,1,0
6.4,3,4,Information Technology,CLOUD,6.5,1,0
3.64,0,7,Civil,AIML,7.5,0,0
3.64,0,7,Civil,DS,7.0,1,0
3.64,0,7,Civil,WEB,6.0,2,0
3.64,0,7,Civil,CYB,7.0,1,0
3.64,0,7,Civil,CLOUD,6.5,1,0
7.49,0,6,Electronics,AIML,7.5,0,0
7.49,0,6,Electronics,DS,7.0,1,1
7.49,0,6,Electronics,WEB,6.0,2,1
7.49,0,6,Electronics,CYB,7.0,1,1
7.49,0,6,Electronics,CLOUD,6.5,1,1
6.66,1,3,Information Technology,AIML,7.5,0,0
6.66,1,3,Information Technology,DS,7.0,1,0
6.66,1,3,Information Technology,WEB,6.0,2,1
6.66,1,3,Information Technology,CYB,7.0,1,0
6.66,1,3,Information Technology,CLOUD,6.5,1,1
6.4,0,7,Electronics,AIML,7.5,0,1
6.4,0,7,Electronics,DS,7.0,1,0
6.4,0,7,Electronics,WEB,6.0,2,1
6.4,0,7,Electronics,CYB,7.0,1,0
6.4,0,7,Electronics,CLOUD,6.5,1,0
6.94,1,5,Electronics,AIML,7.5,0,0
6.94,1,5,Electronics,DS,7.0,1,0
6.94,1,5,Electronics,WEB,6.0,2,1
6.94,1,5,Electronics,CYB,7.0,1,0
6.94,1,5,Electronics,CLOUD,6.5,1,1
7.74,1,3,Civil,AIML,7.5,0,0
7.74,1,3,Civil,DS,7.0,1,1
7.74,1,3,Civil,WEB,6.0,2,1
7.74,1,3,Civil,CYB,7.0,1,1
7.74,1,3,Civil,CLOUD,6.5,1,1
9.23,2,8,Electronics,AIML,7.5,0,0
9.23,2,8,Electronics,DS,7.0,1,0
9.23,2,8,Electronics,WEB,6.0,2,1
9.23,2,8,Electronics,CYB,7.0,1,0
9.23,2,8,Electronics,CLOUD,6.5,1,0
7.29,1,3,Electronics,AIML,7.5,0,0
7.29,1,3,Electronics,DS,7.0,1,0
7.29,1,3,Electronics,WEB,6.0,2,1
7.29,1,3,Electronics,CYB,7.0,1,1
7.29,1,3,Electronics,CLOUD,6.5,1,1
6.04,1,8,Civil,AIML,7.5,0,0
6.04,1,8,Civil,DS,7.0,1,0
6.04,1,8,Civil,WEB,6.0,2,1
6.04,1,8,Civil,CYB,7.0,1,0
6.04,1,8,Civil,CLOUD,6.5,1,0
8.22,1,6,Electronics,AIML,7.5,0,0
8.22,1,6,Electronics,DS,7.0,1,0
8.22,1,6,Electronics,WEB,6.0,2,1
8.22,1,6,Electronics,CYB,7.0,1,1
8.22,1,6,Electronics,CLOUD,6.5,1,1
9.43,0,3,Electronics,AIML,7.5,0,1
9.43,0,3,Electronics,DS,7.0,1,1
9.43,0,3,Electronics,WEB,6.0,2,1
9.43,0,3,Electronics,CYB,7.0,1,1
9.43,0,3,Electronics,CLOUD,6.5,1,1
8.21,0,6,Electronics,AIML,7.5,0,1
8.21,0,6,Electronics,DS,7.0,1,1
8.21,0,6,Electronics,WEB,6.0,2,1
8.21,0,6,Electronics,CYB,7.0,1,1
8.21,0,6,Electronics,CLOUD,6.5,1,1
8.82,2,6,Computer Science,AIML,7.5,0,0
8.82,2,6,Computer Science,DS,7.0,1,0
8.82,2,6,Computer Science,WEB,6.0,2,1
8.82,2,6,Computer Science,CYB,7.0,1,0
8.82,2,6,Computer Science,CLOUD,6.5,1,0
5.9,0,3,Computer Science,AIML,7.5,0,0
5.9,0,3,Computer Science,DS,7.0,1,0
5.9,0,3,Computer Science,WEB,6.0,2,0
5.9,0,3,Computer Science,CYB,7.0,1,0
5.9,0,3,Computer Science,CLOUD,6.5,1,0
8.18,2,3,Civil,AIML,7.5,0,0
8.18,2,3,Civil,DS,7.0,1,0
8.18,2,3,Civil,WEB,6.0,2,1
8.18,2,3,Civil,CYB,7.0,1,0
8.18,2,3,Civil,CLOUD,6.5,1,0
7.56,3,5,Information Technology,AIML,7.5,0,0
7.56,3,5,Information Technology,DS,7.0,1,0
7.56,3,5,Information Technology,WEB,6.0,2,0
7.56,3,5,Information Technology,CYB,7.0,1,0
7.56,3,5,Information Technology,CLOUD,6.5,1,0
6.14,0,4,Information Technology,AIML,7.5,0,0
6.14,0,4,Information Technology,DS,7.0,1,0
6.14,0,4,Information Technology,WEB,6.0,2,1
6.14,0,4,Information Technology,CYB,7.0,1,0
6.14,0,4,Information Technology,CLOUD,6.5,1,0
9.01,2,4,Computer Science,AIML,7.5,0,0
9.01,2,4,Computer Science,DS,7.0,1,0
9.01,2,4,Computer Science,WEB,6.0,2,1
9.01,2,4,Computer Science,CYB,7.0,1,0
9.01,2,4,Computer Science,CLOUD,6.5,1,0
7.41,0,3,Information Technology,AIML,7.5,0,0
7.41,0,3,Information Technology,DS,7.0,1,1
7.41,0,3,Information Technology,WEB,6.0,2,1
7.41,0,3,Information Technology,CYB,7.0,1,1
7.41,0,3,Information Technology,CLOUD,6.5,1,1
7.95,2,3,Computer Science,AIML,7.5,0,0
7.95,2,3,Computer Science,DS,7.0,1,0
7.95,2,3,Computer Science,WEB,6.0,2,1
7.95,2,3,Computer Science,CYB,7.0,1,0
7.95,2,3,Computer Science,CLOUD,6.5,1,0
7.27,0,3,Mechanical,AIML,7.5,0,0
7.27,0,3,Mechanical,DS,7.0,1,1
7.27,0,3,Mechanical,WEB,6.0,2,1
7.27,0,3,Mechanical,CYB,7.0,1,0
7.27,0,3,Mechanical,CLOUD,6.5,1,1
7.54,0,7,Electronics,AIML,7.5,0,1
7.54,0,7,Electronics,DS,7.0,1,1
7.54,0,7,Electronics,WEB,6.0,2,1
7.54,0,7,Electronics,CYB,7.0,1,1
7.54,0,7,Electronics,CLOUD,6.5,1,1
7.45,0,6,Mechanical,AIML,7.5,0,0
7.45,0,6,Mechanical,DS,7.0,1,1
7.45,0,6,Mechanical,WEB,6.0,2,1
7.45,0,6,Mechanical,CYB,7.0,1,1
7.45,0,6,Mechanical,CLOUD,6.5,1,1
8.6,2,6,Computer Science,AIML,7.5,0,0
8.6,2,6,Computer Science,DS,7.0,1,0
8.6,2,6,Computer Science,WEB,6.0,2,1
8.6,2,6,Computer Science,CYB,7.0,1,0
8.6,2,6,Computer Science,CLOUD,6.5,1,0
6.68,1,4,Electronics,AIML,7.5,0,0
6.68,1,4,Electronics,DS,7.0,1,0
6.68,1,4,Electronics,WEB,6.0,2,1
6.68,1,4,Electronics,CYB,7.0,1,0
6.68,1,4,Electronics,CLOUD,6.5,1,1
5.71,2,5,Mechanical,AIML,7.5,0,0
5.71,2,5,Mechanical,DS,7.0,1,0
5.71,2,5,Mechanical,WEB,6.0,2,0
5.71,2,5,Mechanical,CYB,7.0,1,0
5.71,2,5,Mechanical,CLOUD,6.5,1,0
4.91,2,3,Civil,AIML,7.5,0,0
4.91,2,3,Civil,DS,7.0,1,0
4.91,2,3,Civil,WEB,6.0,2,0
4.91,2,3,Civil,CYB,7.0,1,0
4.91,2,3,Civil,CLOUD,6.5,1,0
7.31,2,4,Mechanical,AIML,7.5,0,0
7.31,2,4,Mechanical,DS,7.0,1,0
7.31,2,4,Mechanical,WEB,6.0,2,1
7.31,2,4,Mechanical,CYB,7.0,1,0
7.31,2,4,Mechanical,CLOUD,6.5,1,0
6.5,1,6,Electronics,AIML,7.5,0,0
6.5,1,6,Electronics,DS,7.0,1,0
6.5,1,6,Electronics,WEB,6.0,2,1
6.5,1,6,Electronics,CYB,7.0,1,0
6.5,1,6,Electronics,CLOUD,6.5,1,1
7.43,0,3,Computer Science,AIML,7.5,0,0
7.43,0,3,Computer Science,DS,7.0,1,1
7.43,0,3,Computer Science,WEB,6.0,2,1
7.43,0,3,Computer Science,CYB,7.0,1,1
7.43,0,3,Computer Science,CLOUD,6.5,1,1
6.96,0,4,Civil,AIML,7.5,0,1
6.96,0,4,Civil,DS,7.0,1,0
6.96,0,4,Civil,WEB,6.0,2,1
6.96,0,4,Civil,CYB,7.0,1,0
6.96,0,4,Civil,CLOUD,6.5,1,1
6.36,0,8,Mechanical,AIML,7.5,0,0
6.36,0,8,Mechanical,DS,7.0,1,0
6.36,0,8,Mechanical,WEB,6.0,2,1
6.36,0,8,Mechanical,CYB,7.0,1,0
6.36,0,8,Mechanical,CLOUD,6.5,1,0
8.73,0,5,Computer Science,AIML,7.5,0,1
8.73,0,5,Computer Science,DS,7.0,1,1
8.73,0,5,Computer Science,WEB,6.0,2,1
8.73,0,5,Computer Science,CYB,7.0,1,1
8.73,0,5,Computer Science,CLOUD,6.5,1,1
7.44,2,4,Computer Science,AIML,7.5,0,0
7.44,2,4,Computer Science,DS,7.0,1,0
7.44,2,4,Computer Science,WEB,6.0,2,1
7.44,2,4,Computer Science,CYB,7.0,1,0
7.44,2,4,Computer Science,CLOUD,6.5,1,0
7.79,1,4,Mechanical,AIML,7.5,0,0
7.79,1,4,Mechanical,DS,7.0,1,1
7.79,1,4,Mechanical,WEB,6.0,2,1
7.79,1,4,Mechanical,CYB,7.0,1,1
7.79,1,4,Mechanical,CLOUD,6.5,1,1
6.81,0,8,Electronics,AIML,7.5,0,1
6.81,0,8,Electronics,DS,7.0,1,0
6.81,0,8,Electronics,WEB,6.0,2,1
6.81,0,8,Electronics,CYB,7.0,1,0
6.81,0,8,Electronics,CLOUD,6.5,1,1
8.06,0,4,Information Technology,AIML,7.5,0,1
8.06,0,4,Information Technology,DS,7.0,1,1
8.06,0,4,Information Technology,WEB,6.0,2,1
8.06,0,4,Information Technology,CYB,7.0,1,1
8.06,0,4,Information Technology,CLOUD,6.5,1,1
6.42,1,8,Computer Science,AIML,7.5,0,0
6.42,1,8,Computer Science,DS,7.0,1,1
6.42,1,8,Computer Science,WEB,6.0,2,1
6.42,1,8,Computer Science,CYB,7.0,1,0
6.42,1,8,Computer Science,CLOUD,6.5,1,0
6.27,1,5,Electronics,AIML,7.5,0,0
6.27,1,5,Electronics,DS,7.0,1,0
6.27,1,5,Electronics,WEB,6.0,2,1
6.27,1,5,Electronics,CYB,7.0,1,1
6.27,1,5,Electronics,CLOUD,6.5,1,1
7.99,2,8,Computer Science,AIML,7.5,0,0
7.99,2,8,Computer Science,DS,7.0,1,0
7.99,2,8,Computer Science,WEB,6.0,2,1
7.99,2,8,Computer Science,CYB,7.0,1,0
7.99,2,8,Computer Science,CLOUD,6.5,1,0
6.21,0,6,Mechanical,AIML,7.5,0,0
6.21,0,6,Mechanical,DS,7.0,1,0
6.21,0,6,Mechanical,WEB,6.0,2,1
6.21,0,6,Mechanical,CYB,7.0,1,0
6.21,0,6,Mechanical,CLOUD,6.5,1,1
6.04,1,8,Civil,AIML,7.5,0,0
6.04,1,8,Civil,DS,7.0,1,0
6.04,1,8,Civil,WEB,6.0,2,1
6.04,1,8,Civil,CYB,7.0,1,1
6.04,1,8,Civil,CLOUD,6.5,1,0
6.87,0,5,Information Technology,AIML,7.5,0,0
6.87,0,5,Information Technology,DS,7.0,1,0
6.87,0,5,Information Technology,WEB,6.0,2,1
6.87,0,5,Information Technology,CYB,7.0,1,0
6.87,0,5,Information Technology,CLOUD,6.5,1,1
8.11,2,6,Information Technology,AIML,7.5,0,0
8.11,2,6,Information Technology,DS,7.0,1,0
8.11,2,6,Information Technology,WEB,6.0,2,1
8.11,2,6,Information Technology,CYB,7.0,1,0
8.11,2,6,Information Technology,CLOUD,6.5,1,0
6.08,0,7,Electronics,AIML,7.5,0,1
6.08,0,7,Electronics,DS,7.0,1,0
6.08,0,7,Electronics,WEB,6.0,2,1
6.08,0,7,Electronics,CYB,7.0,1,0
6.08,0,7,Electronics,CLOUD,6.5,1,0
7.24,1,3,Electronics,AIML,7.5,0,0
7.24,1,3,Electronics,DS,7.0,1,1
7.24,1,3,Electronics,WEB,6.0,2,1
7.24,1,3,Electronics,CYB,7.0,1,1
7.24,1,3,Electronics,CLOUD,6.5,1,1
7.2,1,5,Information Technology,AIML,7.5,0,0
7.2,1,5,Information Technology,DS,7.0,1,1
7.2,1,5,Information Technology,WEB,6.0,2,1
7.2,1,5,Information Technology,CYB,7.0,1,1
7.2,1,5,Information Technology,CLOUD,6.5,1,1
9.13,2,4,Mechanical,AIML,7.5,0,0
9.13,2,4,Mechanical,DS,7.0,1,0
9.13,2,4,Mechanical,WEB,6.0,2,1
9.13,2,4,Mechanical,CYB,7.0,1,0
9.13,2,4,Mechanical,CLOUD,6.5,1,0
5.71,0,5,Electronics,AIML,7.5,0,0
5.71,0,5,Electronics,DS,7.0,1,0
5.71,0,5,Electronics,WEB,6.0,2,0
5.71,0,5,Electronics,CYB,7.0,1,0
5.71,0,5,Electronics,CLOUD,6.5,1,0
8.63,1,7,Civil,AIML,7.5,0,0
8.63,1,7,Civil,DS,7.0,1,1
8.63,1,7,Civil,WEB,6.0,2,1
8.63,1,7,Civil,CYB,7.0,1,1
8.63,1,7,Civil,CLOUD,6.5,1,1
8.81,0,4,Information Technology,AIML,7.5,0,0
8.81,0,4,Information Technology,DS,7.0,1,1
